rheaid	reactionEquation	compoundID_L	compoundID_R	compoundName_L	compoundName_R
RHEA:10028	D-glutamate + H2O + O2 = 2-oxoglutarate + H2O2 + NH4(+)	CHEBI:15379,CHEBI:15377,CHEBI:29986	CHEBI:28938,CHEBI:16810,CHEBI:16240	O2,H2O,D-glutamate	NH4(+),2-oxoglutarate,H2O2
RHEA:10040	adenosine 3',5'-bisphosphate + H2O = AMP + phosphate	CHEBI:15377,CHEBI:58343	CHEBI:456215,CHEBI:43474	H2O,adenosine 3',5'-bisphosphate	AMP,phosphate
RHEA:10132	ATP + benzoate + CoA = AMP + benzoyl-CoA + diphosphate	CHEBI:57287,CHEBI:16150,CHEBI:30616	CHEBI:57369,CHEBI:33019,CHEBI:456215	CoA,benzoate,ATP	benzoyl-CoA,diphosphate,AMP
RHEA:10152	ATP + hydrogencarbonate + NH4(+) = ADP + carbamoyl phosphate + H(+) + H2O	CHEBI:28938,CHEBI:17544,CHEBI:30616	CHEBI:15377,CHEBI:456216,CHEBI:15378,CHEBI:58228	NH4(+),hydrogencarbonate,ATP	H2O,ADP,H(+),carbamoyl phosphate
RHEA:10192	ATP + H2O + sulfate(out) = ADP + H(+) + phosphate + sulfate(in)	CHEBI:15377,CHEBI:16189,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:16189,CHEBI:43474	H2O,sulfate,ATP	ADP,H(+),sulfate,phosphate
RHEA:10272	a 1,2-diacyl-sn-glycerol + ATP = a 1,2-diacyl-sn-glycero-3-phosphate + ADP + H(+)	CHEBI:17815,CHEBI:30616	CHEBI:456216,CHEBI:58608,CHEBI:15378	a 1,2-diacyl-sn-glycerol,ATP	ADP,a 1,2-diacyl-sn-glycero-3-phosphate,H(+)
RHEA:10388	GTP + oxaloacetate = CO2 + GDP + phosphoenolpyruvate	CHEBI:16452,CHEBI:37565	CHEBI:58702,CHEBI:16526,CHEBI:58189	oxaloacetate,GTP	phosphoenolpyruvate,CO2,GDP
RHEA:10412	ADP-D-ribose + H2O = AMP + D-ribose 5-phosphate + 2 H(+)	CHEBI:15377,CHEBI:57967	CHEBI:456215,CHEBI:15378,CHEBI:78346	H2O,ADP-D-ribose	AMP,H(+),D-ribose 5-phosphate
RHEA:10512	(S)-malate + O2 = H2O2 + oxaloacetate	CHEBI:15379,CHEBI:15589	CHEBI:16240,CHEBI:16452	O2,(S)-malate	H2O2,oxaloacetate
RHEA:10524	2-oxoglutarate + H(+) = CO2 + succinate semialdehyde	CHEBI:16810,CHEBI:15378	CHEBI:57706,CHEBI:16526	2-oxoglutarate,H(+)	succinate semialdehyde,CO2
RHEA:10624	2 ATP + CO2 + H2O + NH4(+) = 2 ADP + carbamoyl phosphate + 3 H(+) + phosphate	CHEBI:28938,CHEBI:15377,CHEBI:16526,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:58228,CHEBI:43474	NH4(+),H2O,CO2,ATP	ADP,H(+),carbamoyl phosphate,phosphate
RHEA:10748	H(+) + hydrogencarbonate = CO2 + H2O	CHEBI:17544,CHEBI:15378	CHEBI:15377,CHEBI:16526	hydrogencarbonate,H(+)	H2O,CO2
RHEA:10756	ATP + phosphate + pyruvate = AMP + diphosphate + H(+) + phosphoenolpyruvate	CHEBI:15361,CHEBI:43474,CHEBI:30616	CHEBI:33019,CHEBI:456215,CHEBI:15378,CHEBI:58702	pyruvate,phosphate,ATP	diphosphate,AMP,H(+),phosphoenolpyruvate
RHEA:10876	4-hydroxybenzoate + H(+) = CO2 + phenol	CHEBI:15378,CHEBI:17879	CHEBI:15882,CHEBI:16526	H(+),4-hydroxybenzoate	phenol,CO2
RHEA:11004	2 H(+) + NADH + O2 + salicylate = catechol + CO2 + H2O + NAD(+)	CHEBI:15379,CHEBI:57945,CHEBI:30762,CHEBI:15378	CHEBI:15377,CHEBI:18135,CHEBI:57540,CHEBI:16526	O2,NADH,salicylate,H(+)	H2O,catechol,NAD(+),CO2
RHEA:11072	anthranilate + 3 H(+) + NADPH + O2 = catechol + CO2 + NADP(+) + NH4(+)	CHEBI:15379,CHEBI:15378,CHEBI:57783,CHEBI:16567	CHEBI:28938,CHEBI:18135,CHEBI:16526,CHEBI:58349	O2,H(+),NADPH,anthranilate	NH4(+),catechol,CO2,NADP(+)
RHEA:11076	anthranilate + 3 H(+) + NADH + O2 = catechol + CO2 + NAD(+) + NH4(+)	CHEBI:15379,CHEBI:57945,CHEBI:15378,CHEBI:16567	CHEBI:28938,CHEBI:18135,CHEBI:57540,CHEBI:16526	O2,NADH,H(+),anthranilate	NH4(+),catechol,NAD(+),CO2
RHEA:11148	4 Fe(2+) + 4 H(+) + O2 = 4 Fe(3+) + 2 H2O	CHEBI:15379,CHEBI:29033,CHEBI:15378	CHEBI:15377,CHEBI:29034	O2,Fe(2+),H(+)	H2O,Fe(3+)
RHEA:11260	H(+) + NADPH + O2 = H2O2 + NADP(+)	CHEBI:15379,CHEBI:15378,CHEBI:57783	CHEBI:16240,CHEBI:58349	O2,H(+),NADPH	H2O2,NADP(+)
RHEA:11264	H(+) + NADH + O2 = H2O2 + NAD(+)	CHEBI:15379,CHEBI:57945,CHEBI:15378	CHEBI:16240,CHEBI:57540	O2,NADH,H(+)	H2O2,NAD(+)
RHEA:11308	acetyl-CoA + ATP + hydrogencarbonate = ADP + H(+) + malonyl-CoA + phosphate	CHEBI:17544,CHEBI:57288,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:57384,CHEBI:43474	hydrogencarbonate,acetyl-CoA,ATP	ADP,H(+),malonyl-CoA,phosphate
RHEA:11352	acetate + ATP = acetyl phosphate + ADP	CHEBI:30089,CHEBI:30616	CHEBI:456216,CHEBI:22191	acetate,ATP	ADP,acetyl phosphate
RHEA:11364	ATP + H2O + pyruvate = AMP + 2 H(+) + phosphate + phosphoenolpyruvate	CHEBI:15377,CHEBI:15361,CHEBI:30616	CHEBI:456215,CHEBI:15378,CHEBI:58702,CHEBI:43474	H2O,pyruvate,ATP	AMP,H(+),phosphoenolpyruvate,phosphate
RHEA:11372	ATP + L-aspartate + NH4(+) = AMP + diphosphate + H(+) + L-asparagine	CHEBI:28938,CHEBI:29991,CHEBI:30616	CHEBI:58048,CHEBI:33019,CHEBI:456215,CHEBI:15378	NH4(+),L-aspartate,ATP	L-asparagine,diphosphate,AMP,H(+)
RHEA:11428	beta-D-glucose + O2 = D-glucono-1,5-lactone + H2O2	CHEBI:15379,CHEBI:15903	CHEBI:16240,CHEBI:16217	O2,beta-D-glucose	H2O2,D-glucono-1,5-lactone
RHEA:11436	4 [Fe(II)cytochrome c] + 4 H(+) + O2 = 4 [Fe(III)cytochrome c] + 2 H2O	GENERIC:10350,CHEBI:15379,CHEBI:15378	GENERIC:14399,CHEBI:15377	[Fe(II)cytochrome c],O2,H(+)	[Fe(III)cytochrome c],H2O
RHEA:11460	ADP + D-glucose = AMP + D-glucose 6-phosphate + H(+)	CHEBI:456216,CHEBI:4167	CHEBI:456215,CHEBI:15378,CHEBI:61548	ADP,D-glucose	AMP,H(+),D-glucose 6-phosphate
RHEA:11532	glycine + H2O + O2 = glyoxylate + H2O2 + NH4(+)	CHEBI:15379,CHEBI:15377,CHEBI:57305	CHEBI:28938,CHEBI:16240,CHEBI:36655	O2,H2O,glycine	NH4(+),H2O2,glyoxylate
RHEA:11536	choline + H2O + 2 O2 = betaine + H(+) + 2 H2O2	CHEBI:15379,CHEBI:15377,CHEBI:15354	CHEBI:16240,CHEBI:15378,CHEBI:17750	O2,H2O,choline	H2O2,H(+),betaine
RHEA:11600	ATP + CMP = ADP + CDP	CHEBI:60377,CHEBI:30616	CHEBI:58069,CHEBI:456216	CMP,ATP	CDP,ADP
RHEA:11628	a 2-oxocarboxylate + H(+) = an aldehyde + CO2	CHEBI:15378,CHEBI:35179	CHEBI:16526,CHEBI:17478	H(+),a 2-oxocarboxylate	CO2,an aldehyde
RHEA:11712	3-methyl-2-oxobutanoate + CoA + 2 oxidized [2Fe-2S]-[ferredoxin] = 2-methylpropanoyl-CoA + CO2 + H(+) + 2 reduced [2Fe-2S]-[ferredoxin]	GENERIC:10000,CHEBI:57287,CHEBI:11851	GENERIC:10001,CHEBI:57338,CHEBI:15378,CHEBI:16526	oxidized [2Fe-2S]-[ferredoxin],CoA,3-methyl-2-oxobutanoate	reduced [2Fe-2S]-[ferredoxin],2-methylpropanoyl-CoA,H(+),CO2
RHEA:11812	H2O + methanethiol + O2 = formaldehyde + H(+) + H2O2 + hydrogen sulfide	CHEBI:15379,CHEBI:15377,CHEBI:16007	CHEBI:16842,CHEBI:16240,CHEBI:15378,CHEBI:29919	O2,H2O,methanethiol	formaldehyde,H2O2,H(+),hydrogen sulfide
RHEA:11940	2 H(+) + H2O + L-citrulline = CO2 + L-ornithine + NH4(+)	CHEBI:15377,CHEBI:15378,CHEBI:57743	CHEBI:28938,CHEBI:46911,CHEBI:16526	H2O,H(+),L-citrulline	NH4(+),L-ornithine,CO2
RHEA:12000	formate + NADP(+) = CO2 + NADPH	CHEBI:15740,CHEBI:58349	CHEBI:57783,CHEBI:16526	formate,NADP(+)	NADPH,CO2
RHEA:12228	ATP + H2O + L-aspartate + L-glutamine = AMP + diphosphate + H(+) + L-asparagine + L-glutamate	CHEBI:15377,CHEBI:29991,CHEBI:58359,CHEBI:30616	CHEBI:58048,CHEBI:29985,CHEBI:33019,CHEBI:456215,CHEBI:15378	H2O,L-aspartate,L-glutamine,ATP	L-asparagine,L-glutamate,diphosphate,AMP,H(+)
RHEA:12260	ATP + NADH = ADP + H(+) + NADPH	CHEBI:57945,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:57783	NADH,ATP	ADP,H(+),NADPH
RHEA:12332	ATP + Fe(3+)(out) + H2O = ADP + Fe(3+)(in) + H(+) + phosphate	CHEBI:15377,CHEBI:29034,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:29034,CHEBI:43474	H2O,Fe(3+),ATP	ADP,H(+),Fe(3+),phosphate
RHEA:12621	H(+) + L-aspartate = CO2 + L-alanine	CHEBI:29991,CHEBI:15378	CHEBI:57972,CHEBI:16526	L-aspartate,H(+)	L-alanine,CO2
RHEA:12653	(S)-malate + NAD(+) = CO2 + NADH + pyruvate	CHEBI:57540,CHEBI:15589	CHEBI:57945,CHEBI:15361,CHEBI:16526	NAD(+),(S)-malate	NADH,pyruvate,CO2
RHEA:12765	CoA + 2 oxidized [2Fe-2S]-[ferredoxin] + pyruvate = acetyl-CoA + CO2 + H(+) + 2 reduced [2Fe-2S]-[ferredoxin]	GENERIC:10000,CHEBI:57287,CHEBI:15361	GENERIC:10001,CHEBI:15378,CHEBI:57288,CHEBI:16526	oxidized [2Fe-2S]-[ferredoxin],CoA,pyruvate	reduced [2Fe-2S]-[ferredoxin],H(+),acetyl-CoA,CO2
RHEA:12837	ATP + choline = ADP + H(+) + phosphocholine	CHEBI:15354,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:295975	choline,ATP	ADP,H(+),phosphocholine
RHEA:12973	AMP + ATP = 2 ADP	CHEBI:456215,CHEBI:30616	CHEBI:456216	AMP,ATP	ADP
RHEA:13065	ATP + H2O = ADP + H(+) + phosphate	CHEBI:15377,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:43474	H2O,ATP	ADP,H(+),phosphate
RHEA:13069	ATP + ethanolamine = ADP + H(+) + phosphoethanolamine	CHEBI:57603,CHEBI:30616	CHEBI:456216,CHEBI:58190,CHEBI:15378	ethanolamine,ATP	ADP,phosphoethanolamine,H(+)
RHEA:13181	ATP + H2O + nitrate(out) = ADP + H(+) + nitrate(in) + phosphate	CHEBI:15377,CHEBI:17632,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:17632,CHEBI:43474	H2O,nitrate,ATP	ADP,H(+),nitrate,phosphate
RHEA:13293	3 H(+) + malonyl-CoA + 2 NADPH + octadecanoyl-CoA = CO2 + CoA + eicosanoyl-CoA + H2O + 2 NADP(+)	CHEBI:15378,CHEBI:57783,CHEBI:57394,CHEBI:57384	CHEBI:57287,CHEBI:15377,CHEBI:57380,CHEBI:16526,CHEBI:58349	H(+),NADPH,octadecanoyl-CoA,malonyl-CoA	CoA,H2O,eicosanoyl-CoA,CO2,NADP(+)
RHEA:13297	3 H(+) + malonyl-CoA + 2 NADH + octadecanoyl-CoA = CO2 + CoA + eicosanoyl-CoA + H2O + 2 NAD(+)	CHEBI:57945,CHEBI:15378,CHEBI:57394,CHEBI:57384	CHEBI:57287,CHEBI:15377,CHEBI:57380,CHEBI:57540,CHEBI:16526	NADH,H(+),octadecanoyl-CoA,malonyl-CoA	CoA,H2O,eicosanoyl-CoA,NAD(+),CO2
RHEA:13313	H2O + O2 + sarcosine = formaldehyde + glycine + H2O2	CHEBI:15379,CHEBI:15377,CHEBI:57433	CHEBI:16842,CHEBI:16240,CHEBI:57305	O2,H2O,sarcosine	formaldehyde,H2O2,glycine
RHEA:13605	2 L-ascorbate + O2 = 2 H2O + 2 L-dehydroascorbate	CHEBI:15379,CHEBI:38290	CHEBI:15377,CHEBI:58539	O2,L-ascorbate	H2O,L-dehydroascorbate
RHEA:13697	ATP + D-ribose = ADP + D-ribose 5-phosphate + H(+)	CHEBI:47013,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:78346	D-ribose,ATP	ADP,H(+),D-ribose 5-phosphate
RHEA:13749	a ribonucleoside 5'-triphosphate + AMP = a ribonucleoside 5'-diphosphate + ADP	CHEBI:456215,CHEBI:61557	CHEBI:57930,CHEBI:456216	AMP,a ribonucleoside 5'-triphosphate	a ribonucleoside 5'-diphosphate,ADP
RHEA:13781	an L-alpha-amino acid + H2O + O2 = a 2-oxocarboxylate + H2O2 + NH4(+)	CHEBI:15379,CHEBI:15377,CHEBI:59869	CHEBI:28938,CHEBI:16240,CHEBI:35179	O2,H2O,an L-alpha-amino acid	NH4(+),H2O2,a 2-oxocarboxylate
RHEA:13889	FAD + H2O = AMP + FMN + 2 H(+)	CHEBI:15377,CHEBI:57692	CHEBI:456215,CHEBI:58210,CHEBI:15378	H2O,FAD	AMP,FMN,H(+)
RHEA:13997	3-methyl-2-oxobutanoate + CoA + NAD(+) = 2-methylpropanoyl-CoA + CO2 + NADH	CHEBI:57287,CHEBI:11851,CHEBI:57540	CHEBI:57338,CHEBI:57945,CHEBI:16526	CoA,3-methyl-2-oxobutanoate,NAD(+)	2-methylpropanoyl-CoA,NADH,CO2
RHEA:14197	ATP + L-aspartate + NH4(+) = ADP + H(+) + L-asparagine + phosphate	CHEBI:28938,CHEBI:29991,CHEBI:30616	CHEBI:58048,CHEBI:456216,CHEBI:15378,CHEBI:43474	NH4(+),L-aspartate,ATP	L-asparagine,ADP,H(+),phosphate
RHEA:14245	ATP + H2O = AMP + diphosphate + H(+)	CHEBI:15377,CHEBI:30616	CHEBI:33019,CHEBI:456215,CHEBI:15378	H2O,ATP	diphosphate,AMP,H(+)
RHEA:14357	ATP + riboflavin = ADP + FMN + H(+)	CHEBI:57986,CHEBI:30616	CHEBI:58210,CHEBI:456216,CHEBI:15378	riboflavin,ATP	FMN,ADP,H(+)
RHEA:14529	ADP + D-ribose 5-phosphate + H(+) = ADP-D-ribose + phosphate	CHEBI:456216,CHEBI:15378,CHEBI:78346	CHEBI:57967,CHEBI:43474	ADP,H(+),D-ribose 5-phosphate	ADP-D-ribose,phosphate
RHEA:14613	ATP + H2O + taurine(out) = ADP + H(+) + phosphate + taurine(in)	CHEBI:15377,CHEBI:507393,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:507393,CHEBI:43474	H2O,taurine,ATP	ADP,H(+),taurine,phosphate
RHEA:14633	ATP + H2O + Na(+)(in) = ADP + H(+) + Na(+)(out) + phosphate	CHEBI:15377,CHEBI:29101,CHEBI:30616	CHEBI:29101,CHEBI:456216,CHEBI:15378,CHEBI:43474	H2O,Na(+),ATP	Na(+),ADP,H(+),phosphate
RHEA:14645	H2O + S-adenosyl-L-methionine = H(+) + L-homoserine + S-methyl-5'-thioadenosine	CHEBI:15377,CHEBI:59789	CHEBI:57476,CHEBI:15378,CHEBI:17509	H2O,S-adenosyl-L-methionine	L-homoserine,H(+),S-methyl-5'-thioadenosine
RHEA:14777	AMP + H(+) + H2O = IMP + NH4(+)	CHEBI:15377,CHEBI:456215,CHEBI:15378	CHEBI:28938,CHEBI:58053	H2O,AMP,H(+)	NH4(+),IMP
RHEA:14837	glyoxylate + H2O + O2 = H(+) + H2O2 + oxalate	CHEBI:15379,CHEBI:15377,CHEBI:36655	CHEBI:30623,CHEBI:16240,CHEBI:15378	O2,H2O,glyoxylate	oxalate,H2O2,H(+)
RHEA:14993	acetyl-CoA + 2n H(+) + n malonyl-CoA + 2n NADPH = a long-chain fatty acid + n CO2 + (n+1) CoA + 2n NADP(+)	CHEBI:15378,CHEBI:57783,CHEBI:57288,CHEBI:57384	CHEBI:57287,CHEBI:16526,CHEBI:58349,CHEBI:57560	H(+),NADPH,acetyl-CoA,malonyl-CoA	CoA,CO2,NADP(+),a long-chain fatty acid
RHEA:15081	acetate + ATP + CoA = acetyl-CoA + ADP + phosphate	CHEBI:57287,CHEBI:30089,CHEBI:30616	CHEBI:456216,CHEBI:57288,CHEBI:43474	CoA,acetate,ATP	ADP,acetyl-CoA,phosphate
RHEA:15165	H2O + O2 + sarcosine = glyoxylate + H2O2 + methylamine	CHEBI:15379,CHEBI:15377,CHEBI:57433	CHEBI:16240,CHEBI:36655,CHEBI:59338	O2,H2O,sarcosine	H2O2,glyoxylate,methylamine
RHEA:15181	an acyl-CoA(out) + ATP + H2O = ADP + an acyl-CoA(in) + H(+) + phosphate	CHEBI:15377,CHEBI:58342,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:58342,CHEBI:43474	H2O,an acyl-CoA,ATP	ADP,H(+),an acyl-CoA,phosphate
RHEA:15441	(S)-dihydroorotate + O2 = H2O2 + orotate	CHEBI:15379,CHEBI:30864	CHEBI:16240,CHEBI:30839	O2,(S)-dihydroorotate	H2O2,orotate
RHEA:15609	ATP + D-ribose 5-phosphate = 5-phospho-alpha-D-ribose 1-diphosphate + AMP + H(+)	CHEBI:30616,CHEBI:78346	CHEBI:456215,CHEBI:15378,CHEBI:58017	ATP,D-ribose 5-phosphate	AMP,H(+),5-phospho-alpha-D-ribose 1-diphosphate
RHEA:15641	H(+) + oxaloacetate = CO2 + pyruvate	CHEBI:15378,CHEBI:16452	CHEBI:15361,CHEBI:16526	H(+),oxaloacetate	pyruvate,CO2
RHEA:15821	2 A + glycine = 2 AH2 + CO2 + hydrogen cyanide	CHEBI:13193,CHEBI:57305	CHEBI:17499,CHEBI:18407,CHEBI:16526	A,glycine	AH2,hydrogen cyanide,CO2
RHEA:15981	H(+) + S-adenosyl-L-methionine = CO2 + S-adenosyl 3-(methylsulfanyl)propylamine	CHEBI:15378,CHEBI:59789	CHEBI:57443,CHEBI:16526	H(+),S-adenosyl-L-methionine	S-adenosyl 3-(methylsulfanyl)propylamine,CO2
RHEA:15985	formate + NAD(+) = CO2 + NADH	CHEBI:15740,CHEBI:57540	CHEBI:57945,CHEBI:16526	formate,NAD(+)	NADH,CO2
RHEA:16117	acetoacetate + ATP + CoA = acetoacetyl-CoA + AMP + diphosphate	CHEBI:57287,CHEBI:13705,CHEBI:30616	CHEBI:33019,CHEBI:456215,CHEBI:57286	CoA,acetoacetate,ATP	diphosphate,AMP,acetoacetyl-CoA
RHEA:16169	ATP + L-glutamate + NH4(+) = ADP + H(+) + L-glutamine + phosphate	CHEBI:28938,CHEBI:29985,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:58359,CHEBI:43474	NH4(+),L-glutamate,ATP	ADP,H(+),L-glutamine,phosphate
RHEA:16385	4-hydroxybenzoate + 2 H(+) + NADPH + O2 = CO2 + H2O + hydroquinone + NADP(+)	CHEBI:15379,CHEBI:15378,CHEBI:57783,CHEBI:17879	CHEBI:15377,CHEBI:17594,CHEBI:16526,CHEBI:58349	O2,H(+),NADPH,4-hydroxybenzoate	H2O,hydroquinone,CO2,NADP(+)
RHEA:16389	4-hydroxybenzoate + 2 H(+) + NADH + O2 = CO2 + H2O + hydroquinone + NAD(+)	CHEBI:15379,CHEBI:57945,CHEBI:15378,CHEBI:17879	CHEBI:15377,CHEBI:17594,CHEBI:57540,CHEBI:16526	O2,NADH,H(+),4-hydroxybenzoate	H2O,hydroquinone,NAD(+),CO2
RHEA:16461	ATP + H2O + urate(in) = ADP + H(+) + phosphate + urate(out)	CHEBI:15377,CHEBI:30616,CHEBI:17775	CHEBI:456216,CHEBI:15378,CHEBI:43474,CHEBI:17775	H2O,ATP,urate	ADP,H(+),phosphate,urate
RHEA:16509	H(+) + oxalate = CO2 + formate	CHEBI:30623,CHEBI:15378	CHEBI:15740,CHEBI:16526	oxalate,H(+)	formate,CO2
RHEA:16513	(S)-lactate + O2 = acetate + CO2 + H2O	CHEBI:15379,CHEBI:16651	CHEBI:15377,CHEBI:16526,CHEBI:30089	O2,(S)-lactate	H2O,CO2,acetate
RHEA:16597	ATP + NH4(+) + UTP = ADP + CTP + 2 H(+) + phosphate	CHEBI:28938,CHEBI:30616,CHEBI:46398	CHEBI:456216,CHEBI:15378,CHEBI:43474,CHEBI:37563	NH4(+),ATP,UTP	ADP,H(+),phosphate,CTP
RHEA:16609	AMP + diphosphate = 5-phospho-alpha-D-ribose 1-diphosphate + adenine	CHEBI:33019,CHEBI:456215	CHEBI:16708,CHEBI:58017	diphosphate,AMP	adenine,5-phospho-alpha-D-ribose 1-diphosphate
RHEA:16777	ATP + H2O + K(+)(out) = ADP + H(+) + K(+)(in) + phosphate	CHEBI:15377,CHEBI:30616,CHEBI:29103	CHEBI:456216,CHEBI:15378,CHEBI:43474,CHEBI:29103	H2O,ATP,K(+)	ADP,H(+),phosphate,K(+)
RHEA:16825	ATP + uridine = ADP + H(+) + UMP	CHEBI:30616,CHEBI:16704	CHEBI:57865,CHEBI:456216,CHEBI:15378	ATP,uridine	UMP,ADP,H(+)
RHEA:16829	an aldehyde + H2O + O2 = a carboxylate + H(+) + H2O2	CHEBI:15379,CHEBI:15377,CHEBI:17478	CHEBI:16240,CHEBI:15378,CHEBI:29067	O2,H2O,an aldehyde	H2O2,H(+),a carboxylate
RHEA:17061	H(+) + NADPH + O2 + phenol = catechol + H2O + NADP(+)	CHEBI:15882,CHEBI:15379,CHEBI:15378,CHEBI:57783	CHEBI:15377,CHEBI:18135,CHEBI:58349	phenol,O2,H(+),NADPH	H2O,catechol,NADP(+)
RHEA:17237	ATP + FMN + H(+) = diphosphate + FAD	CHEBI:58210,CHEBI:15378,CHEBI:30616	CHEBI:57692,CHEBI:33019	FMN,H(+),ATP	FAD,diphosphate
RHEA:17297	2-oxoglutarate + CoA + 2 oxidized [2Fe-2S]-[ferredoxin] = CO2 + H(+) + 2 reduced [2Fe-2S]-[ferredoxin] + succinyl-CoA	GENERIC:10000,CHEBI:57287,CHEBI:16810	GENERIC:10001,CHEBI:15378,CHEBI:16526,CHEBI:57292	oxidized [2Fe-2S]-[ferredoxin],CoA,2-oxoglutarate	reduced [2Fe-2S]-[ferredoxin],H(+),CO2,succinyl-CoA
