rheaid	reactionEquation	compoundID_L	compoundID_R	compoundName_L	compoundName_R
RHEA:17425	CoA + NADP(+) + pyruvate = acetyl-CoA + CO2 + NADPH	CHEBI:57287,CHEBI:15361,CHEBI:58349	CHEBI:57783,CHEBI:57288,CHEBI:16526	CoA,pyruvate,NADP(+)	NADPH,acetyl-CoA,CO2
RHEA:17641	H(+) + L-arginine = agmatine + CO2	CHEBI:15378,CHEBI:32682	CHEBI:58145,CHEBI:16526	H(+),L-arginine	agmatine,CO2
RHEA:17661	ATP + CoA + succinate = ADP + phosphate + succinyl-CoA	CHEBI:57287,CHEBI:30031,CHEBI:30616	CHEBI:456216,CHEBI:57292,CHEBI:43474	CoA,succinate,ATP	ADP,succinyl-CoA,phosphate
RHEA:17785	H(+) + L-glutamate = 4-aminobutanoate + CO2	CHEBI:29985,CHEBI:15378	CHEBI:16526,CHEBI:59888	L-glutamate,H(+)	CO2,4-aminobutanoate
RHEA:17825	ATP + D-glucose = ADP + D-glucose 6-phosphate + H(+)	CHEBI:4167,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:61548	D-glucose,ATP	ADP,H(+),D-glucose 6-phosphate
RHEA:17829	A + CO + H2O = AH2 + CO2	CHEBI:15377,CHEBI:13193,CHEBI:17245	CHEBI:17499,CHEBI:16526	H2O,A,CO	AH2,CO2
RHEA:18029	2 ATP + hydrogencarbonate + NH4(+) = 2 ADP + carbamoyl phosphate + 2 H(+) + phosphate	CHEBI:28938,CHEBI:17544,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:58228,CHEBI:43474	NH4(+),hydrogencarbonate,ATP	ADP,H(+),carbamoyl phosphate,phosphate
RHEA:18033	benzoate + O2 + reduced [NADPH--hemoprotein reductase] = 4-hydroxybenzoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	GENERIC:11964,CHEBI:15379,CHEBI:16150	GENERIC:11965,CHEBI:15377,CHEBI:15378,CHEBI:17879	reduced [NADPH--hemoprotein reductase],O2,benzoate	oxidized [NADPH--hemoprotein reductase],H2O,H(+),4-hydroxybenzoate
RHEA:18113	a ribonucleoside 5'-diphosphate + ATP = a ribonucleoside 5'-triphosphate + ADP	CHEBI:57930,CHEBI:30616	CHEBI:456216,CHEBI:61557	a ribonucleoside 5'-diphosphate,ATP	ADP,a ribonucleoside 5'-triphosphate
RHEA:18157	ATP + pyruvate = ADP + H(+) + phosphoenolpyruvate	CHEBI:15361,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:58702	pyruvate,ATP	ADP,H(+),phosphoenolpyruvate
RHEA:18253	(S)-malate + NADP(+) = CO2 + NADPH + pyruvate	CHEBI:15589,CHEBI:58349	CHEBI:57783,CHEBI:15361,CHEBI:16526	(S)-malate,NADP(+)	NADPH,pyruvate,CO2
RHEA:18353	ATP + H2O + K(+)(out) + Na(+)(in) = ADP + H(+) + K(+)(in) + Na(+)(out) + phosphate	CHEBI:15377,CHEBI:29101,CHEBI:30616,CHEBI:29103	CHEBI:29101,CHEBI:456216,CHEBI:15378,CHEBI:43474,CHEBI:29103	H2O,Na(+),ATP,K(+)	Na(+),ADP,H(+),phosphate,K(+)
RHEA:18369	O2 + sn-glycerol 3-phosphate = dihydroxyacetone phosphate + H2O2	CHEBI:15379,CHEBI:57597	CHEBI:16240,CHEBI:57642	O2,sn-glycerol 3-phosphate	H2O2,dihydroxyacetone phosphate
RHEA:18385	acetone + ATP + CO2 + 2 H2O = acetoacetate + AMP + 3 H(+) + 2 phosphate	CHEBI:15377,CHEBI:16526,CHEBI:15347,CHEBI:30616	CHEBI:456215,CHEBI:15378,CHEBI:13705,CHEBI:43474	H2O,CO2,acetone,ATP	AMP,H(+),acetoacetate,phosphate
RHEA:18581	ethanolamine + H2O + O2 = glycolaldehyde + H2O2 + NH4(+)	CHEBI:15379,CHEBI:15377,CHEBI:57603	CHEBI:28938,CHEBI:16240,CHEBI:17071	O2,H2O,ethanolamine	NH4(+),H2O2,glycolaldehyde
RHEA:18617	ATP + oxaloacetate = ADP + CO2 + phosphoenolpyruvate	CHEBI:16452,CHEBI:30616	CHEBI:456216,CHEBI:58702,CHEBI:16526	oxaloacetate,ATP	ADP,phosphoenolpyruvate,CO2
RHEA:18629	ATP + NAD(+) = ADP + H(+) + NADP(+)	CHEBI:57540,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:58349	NAD(+),ATP	ADP,H(+),NADP(+)
RHEA:18633	2 ATP + H2O + hydrogencarbonate + L-glutamine = 2 ADP + carbamoyl phosphate + 2 H(+) + L-glutamate + phosphate	CHEBI:17544,CHEBI:15377,CHEBI:58359,CHEBI:30616	CHEBI:29985,CHEBI:456216,CHEBI:15378,CHEBI:58228,CHEBI:43474	hydrogencarbonate,H2O,L-glutamine,ATP	L-glutamate,ADP,H(+),carbamoyl phosphate,phosphate
RHEA:18781	H(+) + malonyl-CoA = acetyl-CoA + CO2	CHEBI:15378,CHEBI:57384	CHEBI:57288,CHEBI:16526	H(+),malonyl-CoA	acetyl-CoA,CO2
RHEA:19025	H2O + L-aspartate + O2 = H2O2 + NH4(+) + oxaloacetate	CHEBI:15379,CHEBI:15377,CHEBI:29991	CHEBI:28938,CHEBI:16240,CHEBI:16452	O2,H2O,L-aspartate	NH4(+),H2O2,oxaloacetate
RHEA:19261	ATP + H2O + heme b(in) = ADP + H(+) + heme b(out) + phosphate	CHEBI:15377,CHEBI:30616,CHEBI:60344	CHEBI:456216,CHEBI:15378,CHEBI:43474,CHEBI:60344	H2O,ATP,heme b	ADP,H(+),phosphate,heme b
RHEA:19465	NADPH + 2 nitric oxide + 2 O2 = H(+) + NADP(+) + 2 nitrate	CHEBI:15379,CHEBI:57783,CHEBI:16480	CHEBI:15378,CHEBI:58349,CHEBI:17632	O2,NADPH,nitric oxide	H(+),NADP(+),nitrate
RHEA:19469	NADH + 2 nitric oxide + 2 O2 = H(+) + NAD(+) + 2 nitrate	CHEBI:15379,CHEBI:57945,CHEBI:16480	CHEBI:15378,CHEBI:57540,CHEBI:17632	O2,NADH,nitric oxide	H(+),NAD(+),nitrate
RHEA:19473	4-hydroxybenzoate + H(+) + NADH + O2 = 3,4-dihydroxybenzoate + H2O + NAD(+)	CHEBI:15379,CHEBI:57945,CHEBI:15378,CHEBI:17879	CHEBI:15377,CHEBI:36241,CHEBI:57540	O2,NADH,H(+),4-hydroxybenzoate	H2O,3,4-dihydroxybenzoate,NAD(+)
RHEA:19477	4-hydroxybenzoate + H(+) + NADPH + O2 = 3,4-dihydroxybenzoate + H2O + NADP(+)	CHEBI:15379,CHEBI:15378,CHEBI:57783,CHEBI:17879	CHEBI:15377,CHEBI:36241,CHEBI:58349	O2,H(+),NADPH,4-hydroxybenzoate	H2O,3,4-dihydroxybenzoate,NADP(+)
RHEA:19497	H(+) + L-aspartate = beta-alanine + CO2	CHEBI:29991,CHEBI:15378	CHEBI:57966,CHEBI:16526	L-aspartate,H(+)	beta-alanine,CO2
RHEA:19713	(5Z,8Z,11Z,14Z)-eicosatetraenoate + ATP + CoA = (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + AMP + diphosphate	CHEBI:57287,CHEBI:32395,CHEBI:30616	CHEBI:33019,CHEBI:456215,CHEBI:57368	CoA,(5Z,8Z,11Z,14Z)-eicosatetraenoate,ATP	diphosphate,AMP,(5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA
RHEA:19721	2 [Fe(II)-cytochrome b5] + 2 H(+) + O2 + octadecanoyl-CoA = (9Z)-octadecenoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O	CHEBI:15379,CHEBI:15378,CHEBI:57394,GENERIC:10438	CHEBI:15377,CHEBI:57387,GENERIC:10439	O2,H(+),octadecanoyl-CoA,[Fe(II)-cytochrome b5]	H2O,(9Z)-octadecenoyl-CoA,[Fe(III)-cytochrome b5]
RHEA:19729	acetoacetate + H(+) = acetone + CO2	CHEBI:15378,CHEBI:13705	CHEBI:16526,CHEBI:15347	H(+),acetoacetate	CO2,acetone
RHEA:19897	H(+) + 2 L-arginine + 3 NADPH + 4 O2 = 4 H2O + 2 L-citrulline + 3 NADP(+) + 2 nitric oxide	CHEBI:15379,CHEBI:15378,CHEBI:57783,CHEBI:32682	CHEBI:15377,CHEBI:16480,CHEBI:57743,CHEBI:58349	O2,H(+),NADPH,L-arginine	H2O,nitric oxide,L-citrulline,NADP(+)
RHEA:19937	glycine + S-adenosyl-L-methionine = H(+) + S-adenosyl-L-homocysteine + sarcosine	CHEBI:57305,CHEBI:59789	CHEBI:15378,CHEBI:57856,CHEBI:57433	glycine,S-adenosyl-L-methionine	H(+),S-adenosyl-L-homocysteine,sarcosine
RHEA:19969	hydroxylamine + O2 = H(+) + H2O + nitrite	CHEBI:15379,CHEBI:15429	CHEBI:15377,CHEBI:15378,CHEBI:16301	O2,hydroxylamine	H2O,H(+),nitrite
RHEA:20129	AMP + H2O = adenine + D-ribose 5-phosphate	CHEBI:15377,CHEBI:456215	CHEBI:16708,CHEBI:78346	H2O,AMP	adenine,D-ribose 5-phosphate
RHEA:20309	2 H2O2 = 2 H2O + O2	CHEBI:16240	CHEBI:15379,CHEBI:15377	H2O2	O2,H2O
RHEA:20373	ATP + CoA + propanoate = AMP + diphosphate + propanoyl-CoA	CHEBI:57287,CHEBI:17272,CHEBI:30616	CHEBI:33019,CHEBI:456215,CHEBI:57392	CoA,propanoate,ATP	diphosphate,AMP,propanoyl-CoA
RHEA:20557	2 H(+) + H2O + urea = CO2 + 2 NH4(+)	CHEBI:15377,CHEBI:16199,CHEBI:15378	CHEBI:28938,CHEBI:16526	H2O,urea,H(+)	NH4(+),CO2
RHEA:20728	H2O + L-glutamate + O2 = 2-oxoglutarate + H2O2 + NH4(+)	CHEBI:15379,CHEBI:15377,CHEBI:29985	CHEBI:28938,CHEBI:16810,CHEBI:16240	O2,H2O,L-glutamate	NH4(+),2-oxoglutarate,H2O2
RHEA:20780	ATP + GMP = ADP + GDP	CHEBI:58115,CHEBI:30616	CHEBI:456216,CHEBI:58189	GMP,ATP	ADP,GDP
RHEA:20824	adenosine + ATP = ADP + AMP + H(+)	CHEBI:16335,CHEBI:30616	CHEBI:456215,CHEBI:456216,CHEBI:15378	adenosine,ATP	AMP,ADP,H(+)
RHEA:20828	1,2-diacyl-sn-glycero-3-phospho-L-serine + H(+) = a 1,2-diacyl-sn-glycero-3-phosphoethanolamine + CO2	CHEBI:15378,CHEBI:57262	CHEBI:16526,CHEBI:64612	H(+),1,2-diacyl-sn-glycero-3-phospho-L-serine	CO2,a 1,2-diacyl-sn-glycero-3-phosphoethanolamine
RHEA:20832	ATP + guanine(out) + H2O = ADP + guanine(in) + H(+) + phosphate	CHEBI:15377,CHEBI:16235,CHEBI:30616	CHEBI:16235,CHEBI:456216,CHEBI:15378,CHEBI:43474	H2O,guanine,ATP	guanine,ADP,H(+),phosphate
RHEA:20844	ATP + hydrogencarbonate + pyruvate = ADP + H(+) + oxaloacetate + phosphate	CHEBI:17544,CHEBI:15361,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:16452,CHEBI:43474	hydrogencarbonate,pyruvate,ATP	ADP,H(+),oxaloacetate,phosphate
RHEA:20848	H(+) + O2 + phosphate + pyruvate = acetyl phosphate + CO2 + H2O2	CHEBI:15379,CHEBI:15378,CHEBI:15361,CHEBI:43474	CHEBI:16240,CHEBI:22191,CHEBI:16526	O2,H(+),pyruvate,phosphate	H2O2,acetyl phosphate,CO2
RHEA:20852	ATP + H(+)(in) + H2O = ADP + 2 H(+)(out) + phosphate	CHEBI:15377,CHEBI:15378,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:43474	H2O,H(+),ATP	ADP,H(+),phosphate
RHEA:20988	ATP + 2 H2O = AMP + 2 H(+) + 2 phosphate	CHEBI:15377,CHEBI:30616	CHEBI:456215,CHEBI:15378,CHEBI:43474	H2O,ATP	AMP,H(+),phosphate
RHEA:21040	CO + H2O + 2 oxidized [2Fe-2S]-[ferredoxin] = CO2 + 2 H(+) + 2 reduced [2Fe-2S]-[ferredoxin]	GENERIC:10000,CHEBI:15377,CHEBI:17245	GENERIC:10001,CHEBI:15378,CHEBI:16526	oxidized [2Fe-2S]-[ferredoxin],H2O,CO	reduced [2Fe-2S]-[ferredoxin],H(+),CO2
RHEA:21080	ATP + H2O + L-methionine = diphosphate + phosphate + S-adenosyl-L-methionine	CHEBI:15377,CHEBI:57844,CHEBI:30616	CHEBI:33019,CHEBI:43474,CHEBI:59789	H2O,L-methionine,ATP	diphosphate,phosphate,S-adenosyl-L-methionine
RHEA:21132	H2O + O2 + xanthine = H2O2 + urate	CHEBI:15379,CHEBI:15377,CHEBI:17712	CHEBI:16240,CHEBI:17775	O2,H2O,xanthine	H2O2,urate
RHEA:21140	ATP + inosine = ADP + H(+) + IMP	CHEBI:30616,CHEBI:17596	CHEBI:58053,CHEBI:456216,CHEBI:15378	ATP,inosine	IMP,ADP,H(+)
RHEA:21160	acetyl-CoA + ADP + oxaloacetate + phosphate = ATP + citrate + CoA	CHEBI:456216,CHEBI:57288,CHEBI:16452,CHEBI:43474	CHEBI:57287,CHEBI:16947,CHEBI:30616	ADP,acetyl-CoA,oxaloacetate,phosphate	CoA,citrate,ATP
RHEA:21396	(S)-methylmalonyl-CoA + H(+)(out) + Na(+)(in) = CO2 + Na(+)(out) + propanoyl-CoA	CHEBI:29101,CHEBI:15378,CHEBI:57327	CHEBI:29101,CHEBI:57392,CHEBI:16526	Na(+),H(+),(S)-methylmalonyl-CoA	Na(+),propanoyl-CoA,CO2
RHEA:21400	2-oxoglutarate + CoA + NADP(+) = CO2 + NADPH + succinyl-CoA	CHEBI:57287,CHEBI:16810,CHEBI:58349	CHEBI:57783,CHEBI:16526,CHEBI:57292	CoA,2-oxoglutarate,NADP(+)	NADPH,CO2,succinyl-CoA
RHEA:21644	ATP + glycerol = ADP + H(+) + sn-glycerol 3-phosphate	CHEBI:17754,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:57597	glycerol,ATP	ADP,H(+),sn-glycerol 3-phosphate
RHEA:21668	ATP + H2O + sn-glycerol 3-phosphate(out) = ADP + H(+) + phosphate + sn-glycerol 3-phosphate(in)	CHEBI:15377,CHEBI:57597,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:57597,CHEBI:43474	H2O,sn-glycerol 3-phosphate,ATP	ADP,H(+),sn-glycerol 3-phosphate,phosphate
RHEA:21804	ATP + myo-inositol = 1D-myo-inositol 3-phosphate + ADP + H(+)	CHEBI:17268,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:58401	myo-inositol,ATP	ADP,H(+),1D-myo-inositol 3-phosphate
RHEA:21820	L-homocysteine + S-adenosyl-L-methionine = H(+) + L-methionine + S-adenosyl-L-homocysteine	CHEBI:58199,CHEBI:59789	CHEBI:57844,CHEBI:15378,CHEBI:57856	L-homocysteine,S-adenosyl-L-methionine	L-methionine,H(+),S-adenosyl-L-homocysteine
RHEA:21880	2 H(+) + O2 + oxalate = 2 CO2 + H2O2	CHEBI:15379,CHEBI:30623,CHEBI:15378	CHEBI:16240,CHEBI:16526	O2,oxalate,H(+)	H2O2,CO2
RHEA:21912	CoA + H(+) + O2 + pyruvate = acetyl-CoA + CO2 + H2O2	CHEBI:15379,CHEBI:57287,CHEBI:15378,CHEBI:15361	CHEBI:16240,CHEBI:57288,CHEBI:16526	O2,CoA,H(+),pyruvate	H2O2,acetyl-CoA,CO2
RHEA:21940	AH2 + O2 + squalene = (S)-2,3-epoxysqualene + A + H2O	CHEBI:15379,CHEBI:17499,CHEBI:15440	CHEBI:15377,CHEBI:15441,CHEBI:13193	O2,AH2,squalene	H2O,(S)-2,3-epoxysqualene,A
RHEA:22044	ATP + H(+)(in) + H2O + K(+)(out) = ADP + 2 H(+)(out) + K(+)(in) + phosphate	CHEBI:15377,CHEBI:15378,CHEBI:30616,CHEBI:29103	CHEBI:456216,CHEBI:15378,CHEBI:43474,CHEBI:29103	H2O,H(+),ATP,K(+)	ADP,H(+),phosphate,K(+)
RHEA:22132	ATP + D-maltose(out) + H2O = ADP + D-maltose(in) + H(+) + phosphate	CHEBI:15377,CHEBI:17306,CHEBI:30616	CHEBI:17306,CHEBI:456216,CHEBI:15378,CHEBI:43474	H2O,D-maltose,ATP	D-maltose,ADP,H(+),phosphate
RHEA:22356	diphosphate + oxaloacetate = CO2 + phosphate + phosphoenolpyruvate	CHEBI:33019,CHEBI:16452	CHEBI:58702,CHEBI:16526,CHEBI:43474	diphosphate,oxaloacetate	phosphoenolpyruvate,CO2,phosphate
RHEA:22416	3,4-dihydroxybenzoate + H(+) = catechol + CO2	CHEBI:36241,CHEBI:15378	CHEBI:18135,CHEBI:16526	3,4-dihydroxybenzoate,H(+)	catechol,CO2
RHEA:22548	H2O + L-lysine + O2 = (S)-2-amino-6-oxohexanoate + H2O2 + NH4(+)	CHEBI:15379,CHEBI:15377,CHEBI:32551	CHEBI:28938,CHEBI:16240,CHEBI:58321	O2,H2O,L-lysine	NH4(+),H2O2,(S)-2-amino-6-oxohexanoate
RHEA:22688	D-alanine + H2O + O2 = H2O2 + NH4(+) + pyruvate	CHEBI:15379,CHEBI:15377,CHEBI:57416	CHEBI:28938,CHEBI:16240,CHEBI:15361	O2,H2O,D-alanine	NH4(+),H2O2,pyruvate
RHEA:22720	ATP + L-histidyl-[protein] = ADP + H(+) + N(pros)-phospho-L-histidyl-[protein]	CHEBI:30616,GENERIC:9745	GENERIC:9746,CHEBI:456216,CHEBI:15378	ATP,L-histidyl-[protein]	N(pros)-phospho-L-histidyl-[protein],ADP,H(+)
RHEA:22964	H(+) + L-ornithine = CO2 + putrescine	CHEBI:46911,CHEBI:15378	CHEBI:16526,CHEBI:326268	L-ornithine,H(+)	CO2,putrescine
RHEA:22988	3-oxopropanoate + CoA + NADP(+) = acetyl-CoA + CO2 + NADPH	CHEBI:57287,CHEBI:58349,CHEBI:33190	CHEBI:57783,CHEBI:57288,CHEBI:16526	CoA,NADP(+),3-oxopropanoate	NADPH,acetyl-CoA,CO2
RHEA:22992	3-oxopropanoate + CoA + NAD(+) = acetyl-CoA + CO2 + NADH	CHEBI:57287,CHEBI:57540,CHEBI:33190	CHEBI:57945,CHEBI:57288,CHEBI:16526	CoA,NAD(+),3-oxopropanoate	NADH,acetyl-CoA,CO2
RHEA:23072	H(+) + oxaloacetate + phosphate = CO2 + H2O + phosphoenolpyruvate	CHEBI:15378,CHEBI:16452,CHEBI:43474	CHEBI:15377,CHEBI:58702,CHEBI:16526	H(+),oxaloacetate,phosphate	H2O,phosphoenolpyruvate,CO2
RHEA:23176	acetate + ATP + CoA = acetyl-CoA + AMP + diphosphate	CHEBI:57287,CHEBI:30089,CHEBI:30616	CHEBI:33019,CHEBI:456215,CHEBI:57288	CoA,acetate,ATP	diphosphate,AMP,acetyl-CoA
RHEA:23516	(R)-glycerate + ATP = (2R)-3-phosphoglycerate + ADP + H(+)	CHEBI:16659,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:58272	(R)-glycerate,ATP	ADP,H(+),(2R)-3-phosphoglycerate
RHEA:23696	myo-inositol + O2 = D-glucuronate + H(+) + H2O	CHEBI:15379,CHEBI:17268	CHEBI:15377,CHEBI:15378,CHEBI:58720	O2,myo-inositol	H2O,H(+),D-glucuronate
RHEA:23720	ATP + hydrogencarbonate + propanoyl-CoA = (S)-methylmalonyl-CoA + ADP + H(+) + phosphate	CHEBI:17544,CHEBI:57392,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:43474,CHEBI:57327	hydrogencarbonate,propanoyl-CoA,ATP	ADP,H(+),phosphate,(S)-methylmalonyl-CoA
RHEA:23916	H(+) + UDP-alpha-D-glucuronate = CO2 + UDP-alpha-D-xylose	CHEBI:15378,CHEBI:58052	CHEBI:57632,CHEBI:16526	H(+),UDP-alpha-D-glucuronate	UDP-alpha-D-xylose,CO2
RHEA:24112	2 glutathione + O2 = glutathione disulfide + H2O2	CHEBI:15379,CHEBI:57925	CHEBI:58297,CHEBI:16240	O2,glutathione	glutathione disulfide,H2O2
RHEA:24128	ATP + chloride(out) + H2O = ADP + chloride(in) + H(+) + phosphate	CHEBI:15377,CHEBI:17996,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:17996,CHEBI:43474	H2O,chloride,ATP	ADP,H(+),chloride,phosphate
RHEA:24336	a carboxylate + ATP + CoA = AMP + an acyl-CoA + diphosphate	CHEBI:57287,CHEBI:29067,CHEBI:30616	CHEBI:33019,CHEBI:456215,CHEBI:58342	CoA,a carboxylate,ATP	diphosphate,AMP,an acyl-CoA
RHEA:24400	ATP + UMP = ADP + UDP	CHEBI:57865,CHEBI:30616	CHEBI:58223,CHEBI:456216	UMP,ATP	UDP,ADP
RHEA:24440	ATP + H2O + phosphate(out) = ADP + H(+) + 2 phosphate(in)	CHEBI:15377,CHEBI:43474,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:43474	H2O,phosphate,ATP	ADP,H(+),phosphate
RHEA:24600	H2O + O2 + sulfite = H2O2 + sulfate	CHEBI:15379,CHEBI:15377,CHEBI:17359	CHEBI:16240,CHEBI:16189	O2,H2O,sulfite	H2O2,sulfate
RHEA:25098	ATP + UDP = ADP + UTP	CHEBI:58223,CHEBI:30616	CHEBI:456216,CHEBI:46398	UDP,ATP	ADP,UTP
RHEA:25237	ATP + CDP = ADP + CTP	CHEBI:58069,CHEBI:30616	CHEBI:456216,CHEBI:37563	CDP,ATP	ADP,CTP
RHEA:25282	O2 + reduced [NADPH--hemoprotein reductase] + squalene = (S)-2,3-epoxysqualene + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	GENERIC:11964,CHEBI:15379,CHEBI:15440	GENERIC:11965,CHEBI:15377,CHEBI:15441,CHEBI:15378	reduced [NADPH--hemoprotein reductase],O2,squalene	oxidized [NADPH--hemoprotein reductase],H2O,(S)-2,3-epoxysqualene,H(+)
RHEA:25311	glycolate + O2 = glyoxylate + H2O2	CHEBI:15379,CHEBI:29805	CHEBI:16240,CHEBI:36655	O2,glycolate	H2O2,glyoxylate
RHEA:25416	AH2 + O2 + octadecanoyl-CoA = (9Z)-octadecenoyl-CoA + A + 2 H2O	CHEBI:15379,CHEBI:17499,CHEBI:57394	CHEBI:15377,CHEBI:13193,CHEBI:57387	O2,AH2,octadecanoyl-CoA	H2O,A,(9Z)-octadecenoyl-CoA
RHEA:25856	(9Z)-octadecenoyl-CoA + 2 [Fe(II)-cytochrome b5] + 2 H(+) + O2 = (9Z,12Z)-octadecadienoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O	CHEBI:15379,CHEBI:15378,CHEBI:57387,GENERIC:10438	CHEBI:57383,CHEBI:15377,GENERIC:10439	O2,H(+),(9Z)-octadecenoyl-CoA,[Fe(II)-cytochrome b5]	(9Z,12Z)-octadecadienoyl-CoA,H2O,[Fe(III)-cytochrome b5]
RHEA:25896	H(+) + malonate = acetate + CO2	CHEBI:15378,CHEBI:15792	CHEBI:16526,CHEBI:30089	H(+),malonate	CO2,acetate
